AllLandsat_EdenCode,LakeName,LandsatID,Product_Id,CloudCoverOverLake%,EO_Date,InSitu_samp_date,Days_Between_InSitu_and_EO_obv,Search_StartDate,Search_EndDate,Data_Source
36001235970,Egish ( Lough ),Landsat8,LC08_L1TP_207022_20130609_20170504_01_T1,0.952866109,09/06/2013,29/05/2013,11,15/05/2013,12/06/2013,EPA 2007 to 2017
36001235970,Egish ( Lough ),Landsat8,LC08_L1TP_207022_20130711_20170503_01_T1,14.29902821,11/07/2013,11/07/2013,0,27/06/2013,25/07/2013,EPA 2007 to 2017
36001235970,Egish ( Lough ),Landsat8,LC08_L1TP_207022_20131015_20170429_01_T1,16.60092001,15/10/2013,16/10/2013,1,02/10/2013,30/10/2013,EPA 2007 to 2017
36001235970,Egish ( Lough ),Landsat8,LC08_L1TP_207022_20141018_20170418_01_T1,24.80110565,18/10/2014,22/10/2014,4,08/10/2014,05/11/2014,EPA 2007 to 2017
36001235970,Egish ( Lough ),Landsat8,LC08_L1TP_207022_20160210_20170330_01_T1,1.501496514,10/02/2016,10/02/2016,0,27/01/2016,24/02/2016,EPA 2007 to 2017
36001235970,Egish ( Lough ),Landsat8,LC08_L1TP_207022_20160210_20170330_01_T1,1.501496514,10/02/2016,27/01/2016,14,13/01/2016,10/02/2016,EPA 2007 to 2017
36001235970,Egish ( Lough ),Landsat8,LC08_L1TP_207022_20160601_20170324_01_T1,12.94314508,01/06/2016,08/06/2016,7,25/05/2016,22/06/2016,EPA 2007 to 2017
36001235970,Egish ( Lough ),Landsat8,LC08_L1TP_207022_20160719_20170323_01_T1,0.087094615,19/07/2016,06/07/2016,13,22/06/2016,20/07/2016,EPA 2007 to 2017
36001235970,Egish ( Lough ),Landsat8,LC08_L1TP_207022_20160804_20170322_01_T1,7.401561553,04/08/2016,03/08/2016,1,20/07/2016,17/08/2016,EPA 2007 to 2017
36001235970,Egish ( Lough ),Landsat8,LC08_L1TP_207022_20161124_20180528_01_T1,5.995721989,24/11/2016,06/12/2016,12,22/11/2016,20/12/2016,EPA 2007 to 2017
36001235970,Egish ( Lough ),Landsat8,LC08_L1TP_207022_20170620_20170630_01_T1,0.382668847,20/06/2017,06/06/2017,14,23/05/2017,20/06/2017,EPA 2007 to 2017
36001235970,Egish ( Lough ),Landsat8,LC08_L1TP_207022_20170908_20170926_01_T1,1.685634093,08/09/2017,12/09/2017,4,29/08/2017,26/09/2017,EPA 2007 to 2017
32001070070,Feeagh ( Lough ),Landsat8,LC08_L1TP_208022_20160421_20170326_01_T1,1.47773258,21/04/2016,14/04/2016,7,31/03/2016,28/04/2016,EPA 2007 to 2017
32001070070,Feeagh ( Lough ),Landsat8,LC08_L1TP_208022_20161014_20170319_01_T1,0.754365792,14/10/2016,12/10/2016,2,28/09/2016,26/10/2016,EPA 2007 to 2017
32001070070,Feeagh ( Lough ),Landsat8,LC08_L1TP_208022_20170510_20170516_01_T1,4.402273899,10/05/2017,27/04/2017,13,13/04/2017,11/05/2017,EPA 2007 to 2017
32001070070,Feeagh ( Lough ),Landsat8,LC08_L1TP_208023_20131022_20170429_01_T1,13.74767975,22/10/2013,16/10/2013,6,02/10/2013,30/10/2013,EPA 2007 to 2017
32001070070,Feeagh ( Lough ),Landsat8,LC08_L1TP_208023_20160421_20170326_01_T1,1.316182155,21/04/2016,14/04/2016,7,31/03/2016,28/04/2016,EPA 2007 to 2017
32001070070,Feeagh ( Lough ),Landsat8,LC08_L1TP_208023_20161014_20170319_01_T1,0.579465653,14/10/2016,12/10/2016,2,28/09/2016,26/10/2016,EPA 2007 to 2017
32001070070,Feeagh ( Lough ),Landsat8,LC08_L1TP_208023_20170510_20170516_01_T1,4.219319548,10/05/2017,27/04/2017,13,13/04/2017,11/05/2017,EPA 2007 to 2017
32001070070,Feeagh ( Lough ),Landsat8,LC08_L1TP_209022_20130709_20170504_01_T1,8.705349729,09/07/2013,02/07/2013,7,18/06/2013,16/07/2013,EPA 2007 to 2017
32001070070,Feeagh ( Lough ),Landsat8,LC08_L1TP_209022_20151222_20170331_01_T1,6.124371841,22/12/2015,08/12/2015,14,24/11/2015,22/12/2015,EPA 2007 to 2017
32001070070,Feeagh ( Lough ),Landsat8,LC08_L1TP_209022_20160428_20170326_01_T1,22.72011414,28/04/2016,14/04/2016,14,31/03/2016,28/04/2016,EPA 2007 to 2017
32001070070,Feeagh ( Lough ),Landsat8,LC08_L1TP_209022_20161005_20170320_01_T1,19.23782339,05/10/2016,12/10/2016,7,28/09/2016,26/10/2016,EPA 2007 to 2017
32001070070,Feeagh ( Lough ),Landsat8,LC08_L1TP_209022_20170501_20170515_01_T1,6.921178612,01/05/2017,27/04/2017,4,13/04/2017,11/05/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20130403_20170505_01_T1,0.546879627,03/04/2013,04/04/2013,1,21/03/2013,18/04/2013,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20130609_20170504_01_T1,0.032535307,09/06/2013,19/06/2013,10,05/06/2013,03/07/2013,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20130711_20170503_01_T1,0.533140616,11/07/2013,03/07/2013,8,19/06/2013,17/07/2013,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20130711_20170503_01_T1,0.533140616,11/07/2013,08/07/2013,3,24/06/2013,22/07/2013,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20131015_20170429_01_T1,4.983054155,15/10/2013,16/10/2013,1,02/10/2013,30/10/2013,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20131015_20170429_01_T1,4.983054155,15/10/2013,09/10/2013,6,25/09/2013,23/10/2013,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20140204_20170426_01_T1,2.739250071,04/02/2014,11/02/2014,7,28/01/2014,25/02/2014,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20140425_20170423_01_T1,10.48749488,25/04/2014,15/04/2014,10,01/04/2014,29/04/2014,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20140425_20170423_01_T1,10.48749488,25/04/2014,07/05/2014,12,23/04/2014,21/05/2014,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20140511_20170422_01_T1,3.078698383,11/05/2014,07/05/2014,4,23/04/2014,21/05/2014,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20140527_20170422_01_T1,17.02563115,27/05/2014,04/06/2014,8,21/05/2014,18/06/2014,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20141002_20170418_01_T1,3.147760918,02/10/2014,02/10/2014,0,18/09/2014,16/10/2014,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20141002_20170418_01_T1,3.147760918,02/10/2014,23/09/2014,9,09/09/2014,07/10/2014,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20150412_20170410_01_T1,2.24428383,12/04/2015,20/04/2015,8,06/04/2015,04/05/2015,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20150412_20170410_01_T1,2.24428383,12/04/2015,16/04/2015,4,02/04/2015,30/04/2015,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20150428_20170409_01_T1,14.64031334,28/04/2015,20/04/2015,8,06/04/2015,04/05/2015,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20150428_20170409_01_T1,14.64031334,28/04/2015,16/04/2015,12,02/04/2015,30/04/2015,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20150818_20170406_01_T1,8.985906294,18/08/2015,05/08/2015,13,22/07/2015,19/08/2015,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20150818_20170406_01_T1,8.985906294,18/08/2015,13/08/2015,5,30/07/2015,27/08/2015,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20160210_20170330_01_T1,0.644901874,10/02/2016,03/02/2016,7,20/01/2016,17/02/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20160329_20170327_01_T1,10.51078714,29/03/2016,30/03/2016,1,16/03/2016,13/04/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20160516_20170324_01_T1,0.013798084,16/05/2016,12/05/2016,4,28/04/2016,26/05/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20160601_20170324_01_T1,0.018420887,01/06/2016,01/06/2016,0,18/05/2016,15/06/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20160719_20170323_01_T1,14.2265754,19/07/2016,13/07/2016,6,29/06/2016,27/07/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20161124_20180528_01_T1,1.428790369,24/11/2016,07/12/2016,13,23/11/2016,21/12/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20161210_20170316_01_T1,16.00598584,10/12/2016,07/12/2016,3,23/11/2016,21/12/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20170503_20170515_01_T1,0.027241984,03/05/2017,04/05/2017,1,20/04/2017,18/05/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20170503_20170515_01_T1,0.027241984,03/05/2017,20/04/2017,13,06/04/2017,04/05/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20170620_20170630_01_T1,0.00773553,20/06/2017,15/06/2017,5,01/06/2017,29/06/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20170620_20170630_01_T1,0.00773553,20/06/2017,21/06/2017,1,07/06/2017,05/07/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20171127_20171206_01_T1,20.30201453,27/11/2017,20/11/2017,7,06/11/2017,04/12/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_207022_20171127_20171206_01_T1,20.30201453,27/11/2017,05/12/2017,8,21/11/2017,19/12/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20130718_20170503_01_T1,3.500156506,18/07/2013,08/07/2013,10,24/06/2013,22/07/2013,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20140822_20170420_01_T1,11.04506089,22/08/2014,26/08/2014,4,12/08/2014,09/09/2014,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20141126_20170417_01_T1,1.401913053,26/11/2014,20/11/2014,6,06/11/2014,04/12/2014,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20141126_20170417_01_T1,1.401913053,26/11/2014,09/12/2014,13,25/11/2014,23/12/2014,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20141212_20170416_01_T1,0.070993797,12/12/2014,09/12/2014,3,25/11/2014,23/12/2014,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20150419_20170409_01_T1,0.194181002,19/04/2015,20/04/2015,1,06/04/2015,04/05/2015,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20150419_20170409_01_T1,0.194181002,19/04/2015,16/04/2015,3,02/04/2015,30/04/2015,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20151012_20170403_01_T1,12.71685644,12/10/2015,15/10/2015,3,01/10/2015,29/10/2015,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20151028_20170402_01_T1,5.166118896,28/10/2015,10/11/2015,13,27/10/2015,24/11/2015,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20151028_20170402_01_T1,5.166118896,28/10/2015,15/10/2015,13,01/10/2015,29/10/2015,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20151113_20170402_01_T1,8.611062096,13/11/2015,10/11/2015,3,27/10/2015,24/11/2015,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20160201_20170330_01_T1,1.531801622,01/02/2016,03/02/2016,2,20/01/2016,17/02/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20160217_20170329_01_T1,0.527133555,17/02/2016,03/02/2016,14,20/01/2016,17/02/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20160405_20170327_01_T1,3.802778387,05/04/2016,30/03/2016,6,16/03/2016,13/04/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20160405_20170327_01_T1,3.802778387,05/04/2016,13/04/2016,8,30/03/2016,27/04/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20160608_20170324_01_T1,8.228686441,08/06/2016,01/06/2016,7,18/05/2016,15/06/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20161014_20170319_01_T1,0.312975303,14/10/2016,06/10/2016,8,22/09/2016,20/10/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20161014_20170319_01_T1,0.312975303,14/10/2016,20/10/2016,6,06/10/2016,03/11/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20161217_20170316_01_T1,2.195840423,17/12/2016,07/12/2016,10,23/11/2016,21/12/2016,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20170408_20170414_01_T1,2.524675238,08/04/2017,20/04/2017,12,06/04/2017,04/05/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20170408_20170414_01_T1,2.524675238,08/04/2017,27/03/2017,12,13/03/2017,10/04/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20170510_20170516_01_T1,0.13684694,10/05/2017,04/05/2017,6,20/04/2017,18/05/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20170510_20170516_01_T1,0.13684694,10/05/2017,18/05/2017,8,04/05/2017,01/06/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20170627_20170714_01_T1,2.605564958,27/06/2017,15/06/2017,12,01/06/2017,29/06/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20170627_20170714_01_T1,2.605564958,27/06/2017,21/06/2017,6,07/06/2017,05/07/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20170830_20170915_01_T1,2.864898151,30/08/2017,07/09/2017,8,24/08/2017,21/09/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20170830_20170915_01_T1,2.864898151,30/08/2017,23/08/2017,7,09/08/2017,06/09/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20170830_20170915_01_T1,2.864898151,30/08/2017,04/09/2017,5,21/08/2017,18/09/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20171017_20171024_01_T1,2.456539718,17/10/2017,05/10/2017,12,21/09/2017,19/10/2017,EPA 2007 to 2017
35001170040,Gill ( Lough ),Landsat8,LC08_L1TP_208022_20171017_20171024_01_T1,2.456539718,17/10/2017,10/10/2017,7,26/09/2017,24/10/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20130618_20170503_01_T1,0.035388802,18/06/2013,25/06/2013,7,11/06/2013,09/07/2013,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20130704_20170503_01_T1,20.14188894,04/07/2013,25/06/2013,9,11/06/2013,09/07/2013,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20130720_20170503_01_T1,0.015724078,20/07/2013,31/07/2013,11,17/07/2013,14/08/2013,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20130805_20170503_01_T1,0.188676097,05/08/2013,31/07/2013,5,17/07/2013,14/08/2013,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20131227_20170427_01_T1,8.709983827,27/12/2013,19/12/2013,8,05/12/2013,02/01/2014,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20140418_20170423_01_T1,0.89097117,18/04/2014,01/05/2014,13,17/04/2014,15/05/2014,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20140605_20170422_01_T1,0,05/06/2014,19/06/2014,14,05/06/2014,03/07/2014,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20140605_20170422_01_T1,0,05/06/2014,31/05/2014,5,17/05/2014,14/06/2014,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20140707_20170421_01_T1,23.39005982,07/07/2014,02/07/2014,5,18/06/2014,16/07/2014,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20140909_20170419_01_T1,0.33867738,09/09/2014,18/09/2014,9,04/09/2014,02/10/2014,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20150115_20170414_01_T1,1.754871255,15/01/2015,28/01/2015,13,14/01/2015,11/02/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20150131_20170413_01_T1,1.701293867,31/01/2015,28/01/2015,3,14/01/2015,11/02/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20150216_20170412_01_T1,0.847290324,16/02/2015,17/02/2015,1,03/02/2015,03/03/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20150320_20170411_01_T1,0.575475573,20/03/2015,19/03/2015,1,05/03/2015,02/04/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20150421_20170409_01_T1,0.071522091,21/04/2015,30/04/2015,9,16/04/2015,14/05/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20150523_20170408_01_T1,20.27270043,23/05/2015,02/06/2015,10,19/05/2015,16/06/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20150608_20180528_01_T1,0.552768721,08/06/2015,16/06/2015,8,02/06/2015,30/06/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20150608_20180528_01_T1,0.552768721,08/06/2015,02/06/2015,6,19/05/2015,16/06/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20150912_20170404_01_T1,0.33462121,12/09/2015,14/09/2015,2,31/08/2015,28/09/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20151014_20170403_01_T1,4.594485662,14/10/2015,30/09/2015,14,16/09/2015,14/10/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20160407_20170327_01_T1,18.64063102,07/04/2016,14/04/2016,7,31/03/2016,28/04/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20160423_20170326_01_T1,0.84599389,23/04/2016,14/04/2016,9,31/03/2016,28/04/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20161016_20180528_01_T1,0.673208739,16/10/2016,24/10/2016,8,10/10/2016,07/11/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20161117_20170318_01_T1,1.671809617,17/11/2016,01/12/2016,14,17/11/2016,15/12/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20161117_20170318_01_T1,1.671809617,17/11/2016,17/11/2016,0,03/11/2016,01/12/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20170120_20170311_01_T1,1.834171951,20/01/2017,24/01/2017,4,10/01/2017,07/02/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20170205_20170216_01_T1,1.06321721,05/02/2017,24/01/2017,12,10/01/2017,07/02/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20170309_20170317_01_T1,1.209021128,09/03/2017,21/03/2017,12,07/03/2017,04/04/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20170325_20170329_01_T1,0.516237517,25/03/2017,21/03/2017,4,07/03/2017,04/04/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20170426_20170502_01_T1,0.591482042,26/04/2017,25/04/2017,1,11/04/2017,09/05/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20170715_20170727_01_T1,7.677431777,15/07/2017,18/07/2017,3,04/07/2017,01/08/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20170901_20170915_01_T1,0.13857726,01/09/2017,29/08/2017,3,15/08/2017,12/09/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20170917_20170929_01_T1,0.623584833,17/09/2017,19/09/2017,2,05/09/2017,03/10/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20171003_20171014_01_T1,23.79721716,03/10/2017,19/09/2017,14,05/09/2017,03/10/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_206024_20171104_20171109_01_T1,6.141953123,04/11/2017,07/11/2017,3,24/10/2017,21/11/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20130403_20170505_01_T1,0.020537571,03/04/2013,28/03/2013,6,14/03/2013,11/04/2013,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20130609_20170504_01_T1,0.019446512,09/06/2013,31/05/2013,9,17/05/2013,14/06/2013,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20140612_20170422_01_T1,0.386067825,12/06/2014,19/06/2014,7,05/06/2014,03/07/2014,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20140612_20170422_01_T1,0.386067825,12/06/2014,31/05/2014,12,17/05/2014,14/06/2014,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20140831_20170420_01_T1,0.07628424,31/08/2014,19/08/2014,12,05/08/2014,02/09/2014,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20141002_20170418_01_T1,4.439773573,02/10/2014,18/09/2014,14,04/09/2014,02/10/2014,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20141205_20170416_01_T1,3.06347393,05/12/2014,27/11/2014,8,13/11/2014,11/12/2014,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20150122_20170413_01_T1,2.509665494,22/01/2015,28/01/2015,6,14/01/2015,11/02/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20150223_20170412_01_T1,1.058788797,23/02/2015,17/02/2015,6,03/02/2015,03/03/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20150428_20170409_01_T1,0.379688342,28/04/2015,30/04/2015,2,16/04/2015,14/05/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20150615_20170407_01_T1,0.080006675,15/06/2015,16/06/2015,1,02/06/2015,30/06/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20150615_20170407_01_T1,0.080006675,15/06/2015,02/06/2015,13,19/05/2015,16/06/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20151122_20170401_01_T1,3.825725875,22/11/2015,25/11/2015,3,11/11/2015,09/12/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20151208_20170401_01_T1,0,08/12/2015,25/11/2015,13,11/11/2015,09/12/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20151208_20170401_01_T1,0,08/12/2015,08/12/2015,0,24/11/2015,22/12/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20160210_20170330_01_T1,3.929389264,10/02/2016,23/02/2016,13,09/02/2016,08/03/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20160516_20170324_01_T1,0.217685416,16/05/2016,23/05/2016,7,09/05/2016,06/06/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20160601_20170324_01_T1,0,01/06/2016,15/06/2016,14,01/06/2016,29/06/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20160601_20170324_01_T1,0,01/06/2016,23/05/2016,9,09/05/2016,06/06/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20160719_20170323_01_T1,0,19/07/2016,25/07/2016,6,11/07/2016,08/08/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20160905_20170321_01_T1,8.769363079,05/09/2016,19/09/2016,14,05/09/2016,03/10/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20161023_20170318_01_T1,0.480848715,23/10/2016,24/10/2016,1,10/10/2016,07/11/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20161124_20180528_01_T1,4.020999666,24/11/2016,01/12/2016,7,17/11/2016,15/12/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20161124_20180528_01_T1,4.020999666,24/11/2016,17/11/2016,7,03/11/2016,01/12/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207023_20170111_20170311_01_T1,3.4804508,11/01/2017,24/01/2017,13,10/01/2017,07/02/2017,EPA 2007 to 2017
